City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,soverato marina,38.685,16.5499,18.97,86,26,4.82,IT,1698269908
289,benguela,-12.5763,13.4055,24.84,73,97,2.04,AO,1698269909
290,zhangjiakou,40.81,114.8794,9.22,45,0,2.21,CN,1698269910
291,keflavik,64.0049,-22.5624,6.95,87,40,5.14,IS,1698269911
292,borogontsy,62.6683,131.1683,-9.25,95,100,2.18,RU,1698269911
293,lihue,21.9789,-159.3672,29.09,59,0,4.12,US,1698269701
294,shuangjiang,26.1547,109.7138,19.29,97,92,1.45,CN,1698269913
295,glendive,47.1053,-104.7125,-5.14,93,100,10.29,US,1698269914
296,kupang,-10.1667,123.5833,21.32,83,20,1.03,ID,1698269915
297,carutapera,-1.195,-46.02,26.11,75,70,4.99,BR,1698269917
298,wuyo,10.3852,11.6968,27.25,25,100,0.94,NG,1698269917
299,garissa,-0.4536,39.6401,26.59,69,82,6.03,KE,1698269918
300,hami,42.8,93.45,11.09,40,0,0.64,CN,1698269919
301,cidade velha,14.9167,-23.6167,27.26,78,75,5.66,CV,1698269920
302,cidreira,-30.1811,-50.2056,17.26,74,9,5.11,BR,1698269921
303,shingu,33.7333,135.9833,13.52,80,0,2.59,JP,1698269922
304,tandil,-37.3217,-59.1332,15.73,52,59,2.89,AR,1698269923
305,pathein,16.7833,94.7333,23.91,94,97,1.66,MM,1698269924
306,namtsy,62.7161,129.6658,-8.76,95,100,1.31,RU,1698269925
307,eirunepe,-6.6603,-69.8736,30.93,58,75,2.3,BR,1698269925
308,wynyard,-41.0,145.7167,10.29,57,10,5.81,AU,1698269926
309,oudtshoorn,-33.5907,22.2014,17.91,67,91,0.35,ZA,1698269927
310,bloemfontein,-29.1211,26.214,12.71,47,0,0.0,ZA,1698269928
311,kotputli,27.7167,76.2,21.69,43,0,1.06,IN,1698269929
312,metlili chaamba,32.2667,3.6333,22.52,20,0,0.0,DZ,1698269930
313,nabire,-3.3667,135.4833,24.72,88,100,1.6,ID,1698269931
314,barclayville,4.6797,-8.2339,25.0,88,89,1.67,LR,1698269932
315,kamiiso,41.8167,140.65,11.21,87,20,2.57,JP,1698269933
316,bomdila,27.25,92.4,7.95,87,2,3.09,IN,1698269934
317,cabo san lucas,22.8909,-109.9124,29.61,53,40,7.2,MX,1698269660
318,el tigre,8.8875,-64.2454,30.27,56,96,2.49,VE,1698269936
319,strezhevoy,60.7333,77.5889,-0.58,73,100,1.34,RU,1698269937
320,mossel bay,-34.1831,22.146,16.04,87,100,3.83,ZA,1698269938
321,portage la prairie,49.9728,-98.2926,0.06,84,100,3.6,CA,1698269939
322,santa cruz del sur,20.7147,-77.9956,28.54,58,7,8.01,CU,1698269940
323,mount isa,-20.7333,139.5,19.87,22,0,8.23,AU,1698269941
324,zhangye,38.9342,100.4517,8.42,29,0,2.14,CN,1698269942
325,shalqar,47.8333,59.6,4.48,55,82,7.21,KZ,1698269942
326,bahia de kino,28.8333,-111.9333,29.95,42,0,3.67,MX,1698269943
327,nago,26.5881,127.9761,23.47,68,70,4.44,JP,1698269944
328,rio gallegos,-51.6226,-69.2181,10.03,53,40,16.46,AR,1698269945
329,corato,41.1455,16.4139,18.06,61,92,5.27,IT,1698269946
330,reggane,26.7158,0.1714,29.43,23,2,5.04,DZ,1698269947
331,matsue,35.4722,133.0506,12.0,100,20,2.06,JP,1698269948
332,boquete,8.7833,-82.4333,21.78,84,100,0.45,PA,1698269949
333,witu,-2.3889,40.4382,27.09,93,100,2.72,KE,1698269949
334,pangody,65.85,74.4859,-7.29,96,81,3.43,RU,1698269950
335,pasighat,28.0667,95.3333,19.03,95,61,1.49,IN,1698269951
336,saipan,15.1355,145.701,27.39,94,75,2.57,MP,1698269952
337,cinisi,38.1562,13.1073,21.59,63,40,5.14,IT,1698269953
338,clinton,42.587,-82.9199,18.36,80,100,2.06,US,1698269953
339,bikenibeu village,1.3673,173.1241,30.98,70,20,2.57,KI,1698269954
340,weihai,37.5017,122.1136,17.77,81,3,4.73,CN,1698269955
341,khandyga,62.6667,135.6,-15.26,93,100,1.01,RU,1698269956
342,uglegorsk,49.0833,142.0333,7.0,80,97,3.03,RU,1698269957
343,auna,10.1881,4.7232,26.83,48,48,2.18,NG,1698269958
344,shimokizukuri,40.8061,140.3861,12.29,85,6,1.26,JP,1698269959
345,kstovo,56.1473,44.1979,-2.34,86,78,1.44,RU,1698269959
346,ancud,-41.8697,-73.8203,11.67,79,69,4.62,CL,1698269960
347,nyurba,63.2842,118.3319,-11.52,96,81,1.93,RU,1698269962
348,hood river,45.7054,-121.5215,10.57,88,100,3.13,US,1698269963
349,kinel'-cherkassy,53.4706,51.4743,-2.15,75,9,2.59,RU,1698269964
350,barranqueras,-27.483,-58.9358,24.05,71,40,5.14,AR,1698269965
351,christchurch,-43.5333,172.6333,23.51,40,70,8.23,NZ,1698269699
352,basoko,1.2391,23.616,22.25,96,96,1.24,CD,1698269966
353,bumba,2.1833,22.4667,22.3,99,98,1.39,CD,1698269967
354,vazante,-17.9869,-46.9078,27.25,54,95,0.62,BR,1698269968
355,tura,25.5198,90.2201,19.02,93,0,0.87,IN,1698269969
356,ilha de mocambique,-15.0342,40.7358,25.74,89,3,6.58,MZ,1698269970
357,paphos,34.7667,32.4167,21.88,53,66,2.57,CY,1698269970
358,dodola,6.9833,39.1833,12.65,97,100,1.98,ET,1698269971
359,takayama,36.1333,137.25,6.56,92,0,0.89,JP,1698269972
360,springfield,37.2153,-93.2982,26.06,58,20,6.26,US,1698269967
361,kavaratti,10.5669,72.642,28.07,70,7,0.15,IN,1698269974
362,kone,-21.0595,164.8658,24.22,82,97,2.19,NC,1698269974
363,kampong thom,12.7111,104.8887,23.99,94,73,2.21,KH,1698269975
364,tateyama,34.9833,139.8667,17.46,68,0,4.76,JP,1698269976
365,olyokminsk,60.3736,120.4264,-7.27,95,35,1.55,RU,1698269977
366,usinsk,65.9939,57.5281,-9.96,95,100,4.47,RU,1698269978
367,pacific grove,36.6177,-121.9166,20.86,72,40,3.6,US,1698269979
368,ajdabiya,30.7554,20.2263,25.18,37,100,3.91,LY,1698269980
369,broome,42.2506,-75.833,19.8,62,80,2.1,US,1698269981
370,alofi,-19.0595,-169.9187,25.94,53,40,6.69,NU,1698269982
371,camiri,-20.05,-63.5167,24.88,73,100,0.0,BO,1698269983
372,santa marta de ortigueira,43.6833,-7.85,17.92,39,100,4.02,ES,1698269984
373,khon kaen,16.5,102.0833,22.62,94,100,1.32,TH,1698269985
374,sangamner,19.5667,74.2167,20.91,49,19,0.29,IN,1698269986
375,dunedin,-45.8742,170.5036,17.67,59,85,5.36,NZ,1698269987
376,orel,52.9658,36.0803,3.78,74,100,7.21,RU,1698269988
377,namibe,-15.1961,12.1522,18.68,82,93,0.72,AO,1698269989
378,anloga,5.7947,0.8973,26.82,85,95,3.97,GH,1698269990
379,point pleasant,40.0832,-74.0682,23.19,67,0,3.6,US,1698269884
380,badger,64.8,-147.5333,1.51,86,40,3.09,US,1698269991
381,vernon,50.2581,-119.2691,6.74,43,96,4.47,CA,1698269940
382,bundibugyo,0.7414,30.0417,19.65,92,94,1.5,UG,1698269993
383,carnarvon,-24.8667,113.6333,19.66,81,0,7.54,AU,1698269993
384,puerto santa,-8.9906,-78.6456,20.34,84,46,4.39,PE,1698269994
385,rongelap,11.1635,166.8941,28.12,75,81,6.4,MH,1698269995
386,pangai,-19.8,-174.35,23.1,71,100,10.22,TO,1698269996
387,al bayda',32.7627,21.7551,19.78,47,100,1.83,LY,1698269997
388,harper,4.375,-7.7169,25.6,88,100,2.18,LR,1698269998
389,mukher,18.7,77.3667,19.11,62,39,0.71,IN,1698269998
390,kalianget,-7.05,113.9333,26.97,78,92,3.69,ID,1698269999
391,prince rupert,54.3161,-130.3201,9.05,45,0,4.63,CA,1698270000
392,lazaro cardenas,17.9583,-102.2,27.86,78,100,2.01,MX,1698270002
393,mil'kovo,55.6078,37.7956,-0.53,73,65,2.97,RU,1698270003
394,oyem,1.5995,11.5793,19.06,99,100,1.12,GA,1698270004
395,novyy urengoy,66.0833,76.6333,-5.89,92,88,3.45,RU,1698270005
396,pinotepa nacional,16.3167,-98.0167,28.78,70,100,2.87,MX,1698270006
397,languyan,5.2618,120.0807,26.02,80,40,0.53,PH,1698270007
398,smidovich,48.6,133.8167,4.41,85,69,2.43,RU,1698270008
399,iskateley,67.6803,53.1512,-0.55,96,100,6.71,RU,1698270009
400,malmberget,67.1753,20.6549,-3.69,93,100,2.57,SE,1698270010
401,bubaque,11.2833,-15.8333,28.59,75,100,3.84,GW,1698270010
402,copala,16.65,-98.9833,28.37,78,100,4.24,MX,1698270011
403,daru,-9.0763,143.2092,25.82,68,69,3.39,PG,1698270012
404,arapgir,39.0412,38.4952,16.2,55,100,1.41,TR,1698270013
405,nuuk,64.1835,-51.7216,-0.66,69,75,2.57,GL,1698270014
406,minas de marcona,-15.2119,-75.1103,17.12,72,72,5.46,PE,1698270015
407,sur,22.5667,59.5289,26.35,67,11,5.21,OM,1698270016
408,al bawiti,28.3492,28.8659,22.03,58,0,4.05,EG,1698270017
409,nar'yan-mar,67.6713,53.087,-0.5,96,100,6.71,RU,1698270018
410,ta`u,-14.2336,-169.5144,26.07,74,81,8.72,AS,1698270019
411,colonia menno,-22.3667,-59.8167,28.45,62,60,4.08,PY,1698270019
412,guatire,10.4762,-66.5427,27.33,97,100,0.68,VE,1698270020
413,miami,25.7743,-80.1937,28.01,70,100,7.2,US,1698269325
414,zemio,5.0314,25.1361,21.18,97,100,1.26,CF,1698270022
415,la sarre,48.8002,-79.1996,5.71,92,100,1.63,CA,1698270023
416,langley,49.083,-122.5859,12.14,42,40,11.83,CA,1698270024
417,chakulia,22.4833,86.7167,22.4,75,4,2.19,IN,1698270025
418,egilsstadir,65.2653,-14.3948,-0.05,100,40,1.54,IS,1698270026
419,charleston,32.7766,-79.9309,26.13,66,0,5.66,US,1698269914
420,poli,-3.3333,36.8,17.86,86,100,2.44,TZ,1698270027
421,guarapari,-20.6667,-40.4975,23.27,94,100,3.13,BR,1698270028
422,pisco,-13.7,-76.2167,21.03,78,100,3.6,PE,1698270029
423,kirksville,40.1948,-92.5833,20.97,86,100,3.09,US,1698270030
424,iwon-up,40.3231,128.6553,14.19,63,8,2.41,KP,1698270031
425,santanyi,39.3546,3.1291,21.66,67,76,9.61,ES,1698270032
426,kashgar,39.4547,75.9797,13.56,26,0,5.0,CN,1698270033
427,upper dir,35.2058,71.8756,12.9,57,14,2.58,PK,1698270034
428,dalandzadgad,43.5708,104.425,5.13,21,0,1.43,MN,1698270034
429,ndelele,4.0333,14.9333,20.88,98,98,1.1,CM,1698270035
430,dwarka,22.2394,68.9678,26.84,74,6,5.02,IN,1698270023
431,kununurra,-15.7667,128.7333,25.99,83,69,2.06,AU,1698270037
432,gerash,27.6652,54.1371,20.08,57,16,1.73,IR,1698270038
433,shagonar,51.5333,92.8,2.36,53,100,0.6,RU,1698270039
434,amga,60.8953,131.9608,-5.74,96,100,0.34,RU,1698270039
435,tazovsky,67.4667,78.7,-10.04,95,80,2.36,RU,1698270040
436,labrador city,52.9463,-66.9114,3.95,100,100,0.0,CA,1698270041
437,anna regina,7.2644,-58.5077,27.86,80,89,3.99,GY,1698270042
438,sarnia,42.9787,-82.4041,15.07,89,100,2.57,CA,1698269802
439,puerto armuelles,8.2833,-82.8667,28.99,84,100,0.45,PA,1698270044
440,south grafton,-29.7,152.95,22.48,64,71,2.83,AU,1698270045
441,gutao,37.2025,112.1781,12.24,40,53,1.36,CN,1698270046
442,udachny,66.4167,112.4,-16.74,98,28,3.08,RU,1698270047
443,xining,36.6167,101.7667,4.64,63,70,0.81,CN,1698270048
444,nha trang,12.25,109.1833,25.0,91,31,1.64,VN,1698270049
445,ayame,5.6083,-3.1563,23.69,95,99,0.87,CI,1698270049
446,tan-tan,28.438,-11.1032,19.84,80,0,3.66,MA,1698270050
447,kasane,-17.8167,25.15,25.27,35,50,2.13,BW,1698269998
448,paradip garh,20.3167,86.6167,24.55,84,2,2.31,IN,1698270052
449,muravlenko,63.7898,74.523,-5.25,93,99,2.2,RU,1698270053
450,alice springs,-23.7,133.8833,12.75,28,0,3.6,AU,1698270054
451,vilyuysk,63.7553,121.6247,-11.67,98,89,2.24,RU,1698270054
452,sao vicente,-23.9631,-46.3919,24.1,72,100,2.57,BR,1698270055
453,winnemucca,40.973,-117.7357,11.03,54,100,9.26,US,1698269826
454,dhidhdhoo,6.8833,73.1,27.87,75,25,2.74,MV,1698270057
455,limulunga,-15.0969,23.1376,25.21,38,70,2.26,ZM,1698270057
456,nikolayevsk-on-amure,53.1406,140.73,0.12,88,39,1.86,RU,1698270058
457,caleta de carquin,-11.0925,-77.6267,20.15,84,83,3.96,PE,1698270059
458,lompoc,34.6391,-120.4579,22.66,68,75,4.63,US,1698270060
459,pskov,57.8136,28.3496,-1.05,69,100,5.0,RU,1698270061
460,huarmey,-10.0681,-78.1522,21.23,81,81,4.51,PE,1698270061
461,east london,-33.0153,27.9116,17.8,79,55,5.82,ZA,1698270062
462,banff,51.1762,-115.5698,-7.79,57,46,1.03,CA,1698270063
463,necochea,-38.5473,-58.7368,11.72,65,6,4.67,AR,1698270064
464,machico,32.7,-16.7667,23.17,87,20,2.06,PT,1698270065
465,korla,41.7597,86.1469,10.36,40,0,1.23,CN,1698270065
466,kristiansund,63.1115,7.732,6.36,65,35,3.09,NO,1698270066
467,edgewater,28.9889,-80.9023,27.29,70,75,7.72,US,1698270067
468,richards bay,-28.783,32.0377,18.41,81,27,0.64,ZA,1698269583
469,zuni pueblo,35.0725,-108.8506,20.35,31,2,6.33,US,1698270069
470,sant lluis,39.8526,4.2594,21.22,73,0,6.17,ES,1698270070
471,bandarbeyla,9.4942,50.8122,27.15,81,99,4.47,SO,1698270071
472,vilafranca del penedes,41.35,1.7,20.47,60,99,1.79,ES,1698270072
473,pallisa,1.145,33.7094,19.74,91,87,1.13,UG,1698270073
474,narrabri,-30.3167,149.7833,16.4,33,62,2.24,AU,1698270074
475,suntar,62.1444,117.6319,-5.75,89,99,2.04,RU,1698270074
476,koungou,-12.7336,45.2042,26.84,78,40,4.12,YT,1698270075
477,krasnoshchekovo,51.6708,82.7289,12.44,37,99,10.73,RU,1698270076
478,brezina,33.0989,1.2608,17.94,43,0,2.9,DZ,1698270077
479,kegeyli shahar,42.7767,59.6078,9.05,61,61,4.72,UZ,1698270077
480,kuta,-8.7233,115.1723,25.97,100,20,1.03,ID,1698270078
481,mar del plata,-38.0023,-57.5575,13.01,74,0,3.6,AR,1698269865
482,wamba,8.9333,8.6,24.24,75,100,0.95,NG,1698270080
483,fort bragg,35.139,-79.006,26.08,54,20,0.0,US,1698270081
484,manado,1.487,124.8455,23.43,94,20,1.03,ID,1698270082
485,taoudenni,22.6783,-3.9836,32.06,19,68,4.95,ML,1698270082
486,vallenar,-28.5708,-70.7581,24.0,33,2,3.45,CL,1698270083
487,bischofshofen,47.4167,13.2167,10.94,93,92,1.88,AT,1698270084
488,dolores,-36.3132,-57.6792,13.69,68,32,4.48,AR,1698270085
489,amahai,-3.3333,128.9167,25.14,82,100,1.64,ID,1698270086
490,aluksne,57.4167,27.05,-1.88,79,100,5.12,LV,1698270087
491,kashkhatau,43.3185,43.608,10.51,67,100,0.9,RU,1698270088
492,fale old settlement,-9.3852,-171.2468,28.23,78,87,7.33,TK,1698270089
493,trondheim,63.4305,10.3951,6.05,72,94,0.45,NO,1698270090
494,ust'-barguzin,53.45,108.9833,-1.31,55,100,2.02,RU,1698270091
495,chinde,26.8418,88.0763,13.32,72,0,2.08,NP,1698270092
496,houmt el souk,33.8758,10.8575,22.97,83,20,1.54,TN,1698270093
497,grand forks,47.9417,-97.4337,4.84,74,100,7.2,US,1698270050
498,fredericksburg,38.3032,-77.4605,27.54,36,0,3.09,US,1698269830
499,xiaoweizhai,26.1903,107.5125,18.78,97,95,1.16,CN,1698270096
500,revda,56.801,59.9303,-6.76,96,78,3.92,RU,1698270097
501,nurabad,34.0734,47.9725,9.53,65,5,0.78,IR,1698270097
502,sabang,5.8933,95.3214,27.15,77,99,4.3,ID,1698270098
503,hasaki,35.7333,140.8333,11.22,67,4,6.17,JP,1698270100
504,polyarnyy,69.1989,33.4478,-3.15,87,89,4.46,RU,1698270101
505,aibak,36.2647,68.0155,17.24,24,95,2.67,AF,1698270102
506,jogindarnagar,31.9833,76.7667,15.72,38,0,3.01,IN,1698270103
507,rosso,16.4986,-15.8153,34.43,27,94,2.58,SN,1698270103
508,sao joao da barra,-21.6403,-41.0511,24.05,93,100,4.08,BR,1698270104
509,at taj,24.2049,23.2857,21.8,31,0,4.19,LY,1698270105
510,hancheng,32.5186,112.3522,17.89,71,99,2.17,CN,1698270106
511,berezovo,63.9381,65.0419,-5.41,89,100,5.96,RU,1698270107
512,maragogi,-9.0122,-35.2225,25.2,77,8,6.84,BR,1698270107
513,susuman,62.7833,148.1667,-23.97,99,82,0.14,RU,1698270108
514,indapur,18.3,73.25,23.69,70,100,1.44,IN,1698270109
515,voula,37.8422,23.7765,23.56,66,20,2.06,GR,1698270110
516,argostolion,38.1811,20.489,21.44,87,86,3.24,GR,1698270110
517,chibougamau,49.9168,-74.3659,7.79,100,100,2.06,CA,1698270015
518,spanish wells,26.323,-81.7957,29.99,63,90,0.45,US,1698270112
519,castlegar,49.2998,-117.6689,7.38,50,99,1.74,CA,1698270113
520,campbellton,48.0075,-66.6727,7.25,99,100,0.53,CA,1698270114
521,khamis mushait,18.3064,42.7292,17.34,59,0,0.0,SA,1698270114
522,margate,51.3813,1.3862,9.61,93,90,1.42,GB,1698270115
523,zvoristea,47.8333,26.2833,13.83,92,20,2.06,RO,1698270116
524,antsiranana,-12.2787,49.2917,24.15,89,97,4.47,MG,1698270117
525,filadelfia,39.9523,-75.1638,23.33,48,40,3.6,US,1698269858
526,biltine,14.5333,20.9167,27.9,18,0,3.94,TD,1698270119
527,turkmenbasy,40.0222,52.9552,11.43,87,0,2.06,TM,1698270119
528,jayapura,-2.5333,140.7,26.66,90,100,1.38,ID,1698270120
529,spring creek,40.7266,-115.5859,12.83,38,99,8.86,US,1698270121
530,mamou,10.5,-12.0,22.16,88,100,0.94,GN,1698270122
531,rosarito,32.3333,-117.0333,20.23,71,65,3.21,MX,1698270123
532,yantarnyy,54.8717,19.9381,5.92,91,100,9.35,RU,1698270123
533,saudarkrokur,65.7461,-19.6394,1.23,82,93,1.76,IS,1698270124
534,fukuecho,32.6881,128.8419,20.37,63,36,3.16,JP,1698270125
535,kurumkan,54.3,110.3,-4.37,59,99,2.68,RU,1698270126
536,geraldton,-28.7667,114.6,12.23,94,30,3.6,AU,1698270127
537,krasnyy chikoy,50.3643,108.7512,-3.7,85,91,1.3,RU,1698270128
538,viitasaari,63.0667,25.8667,-2.81,85,46,2.06,FI,1698270129
539,tucacas,10.7906,-68.3258,28.17,82,100,3.63,VE,1698270130
540,keene,42.9337,-72.2781,19.73,78,0,0.45,US,1698269957
541,boca suno,-0.7167,-77.1333,32.77,78,83,1.59,EC,1698270131
542,alcala de xivert,40.258,0.2689,22.71,58,100,0.65,ES,1698270132
543,lagoa,39.05,-27.9833,18.43,79,100,11.14,PT,1698270133
544,el obeid,13.1842,30.2167,29.13,24,37,2.55,SD,1698270134
545,guatrache,-37.6678,-63.5302,22.29,30,52,1.72,AR,1698270135
546,fuerte olimpo,-21.0415,-57.8738,27.27,73,74,1.9,PY,1698270136
547,gilau,46.7324,23.3617,8.25,78,100,1.85,RO,1698270138
548,pechora,65.1472,57.2244,-7.86,92,98,3.13,RU,1698270138
549,porbandar,21.6422,69.6093,26.74,67,12,4.25,IN,1698270139
550,kidal,18.4411,1.4078,27.99,13,37,4.49,ML,1698270140
551,punta gorda,26.9298,-82.0454,29.02,71,100,7.15,US,1698269958
552,reguiba,33.5639,6.7033,22.03,33,0,2.06,DZ,1698270142
553,bontang,0.1333,117.5,25.0,90,96,2.64,ID,1698270142
554,melfort,52.8667,-104.6177,-3.93,54,6,2.57,CA,1698270072
555,porto novo,6.4965,2.6036,27.9,89,98,2.79,BJ,1698269995
556,brazzaville,-4.2658,15.2832,24.16,86,99,1.87,CG,1698270145
557,eastham,41.8301,-69.9739,17.28,73,0,4.12,US,1698270146
558,motueka,-41.1333,173.0167,20.61,65,73,2.99,NZ,1698270147
559,selfoss,63.9331,-20.9971,4.12,81,34,4.4,IS,1698270148
560,sandnessjoen,66.0217,12.6316,5.23,75,75,1.03,NO,1698270149
561,munuf,30.4658,30.9316,21.86,78,0,3.47,EG,1698270150
562,mersa matruh,31.3525,27.2453,21.11,83,0,1.54,EG,1698270151
563,al majaridah,19.1236,41.9111,30.49,41,80,1.91,SA,1698270152
564,duong dong,10.2167,103.9667,26.0,94,40,0.0,VN,1698270152
565,kulhudhuffushi,6.6221,73.07,27.8,75,53,2.8,MV,1698270153
566,lubumbashi,-11.6609,27.4794,23.63,43,87,0.95,CD,1698270154
567,paragominas,-2.9667,-47.4833,31.07,42,81,2.18,BR,1698269900
568,rawlins,41.7911,-107.2387,16.94,20,0,9.26,US,1698270155
569,pagar alam,-4.0167,103.2667,20.55,96,93,0.68,ID,1698270156
570,genthin,52.4,12.1667,11.25,91,100,5.11,DE,1698270157
571,bulungu,-4.55,18.6,23.01,88,81,1.21,CD,1698270158
572,chios,38.3678,26.1358,21.92,68,0,2.57,GR,1698270159
573,sakaiminato,35.55,133.2333,11.99,100,20,2.06,JP,1698270159
574,sechura,-5.5569,-80.8222,25.18,63,98,7.25,PE,1698270160
575,mokrous,51.2333,47.5167,-2.46,61,31,1.24,RU,1698270161
576,korablino,53.9164,40.0133,-2.14,73,100,3.02,RU,1698270162
577,paramonga,-10.6667,-77.8333,20.26,85,96,4.68,PE,1698270163
578,biloela,-24.4167,150.5,24.24,61,21,3.3,AU,1698270163
579,birobidzhan,48.8,132.95,5.46,86,83,1.65,RU,1698270164
